Audio_Song,Lyric_Song,Quadrant,Artist,Title,Genres
MT0003008724,MT0003008724,Q2,Biohazard,The Fire Burns Inside,Pop/Rock
MT0003012633,MT0003012633,Q4,Davy Jones,Misty,"Jazz,Vocal"
MT0003019852,MT0003019852,Q2,Agnostic Front,My Life,Pop/Rock
MT0003023886,MT0003023886,Q2,Grimfist,Separation of My Soul,"Electronic,International,Pop/Rock"
MT0003025046,MT0003025046,Q4,Cï¿½line Dion,Beautiful Boy,"Children's,Pop/Rock"
MT0003025373,MT0003025373,Q1,Jocelyn Brown,Always There,"Electronic,Jazz"
MT0003025883,MT0003025883,Q4,Count Basie,Life Is a Song,"Jazz,Vocal"
MT0003028265,MT0003028265,Q4,The Dominoes,Save a Bread,Reggae
MT0003037754,MT0003037754,Q3,Graham Coxon,Keep Hope Alive,Pop/Rock
MT0003041246,MT0003041246,Q2,Godsmack,Straight Out of Line,Pop/Rock
MT0003044417,MT0003044417,Q1,Paul McCartney,Just Because,"Electronic,Pop/Rock"
MT0003081304,MT0003081304,Q4,Common,Time Travelin' (A Tribute to Fela),Rap
MT0003085195,MT0003085195,Q2,Da Lench Mob,Ain't Got No Class,Rap
MT0003085925,MT0003085925,Q1,Aretha Franklin,Hello Sunshine,R&B
MT0003094118,MT0003094118,Q2,Redman,Suicide,Rap
MT0003102331,MT0003102331,Q4,Bruce Springsteen,The Fever,"Pop/Rock,R&B"
MT0003106472,MT0003106472,Q2,Da Lench Mob,Lost in Tha System,Rap
MT0003109823,MT0003109823,Q3,Roy Clark,I'm With a Crowd But So Alone,Country
MT0003117846,MT0003117846,Q2,Anthrax,Anti-Social,Pop/Rock
MT0003124476,MT0003124476,Q2,A.C.,Tim Is Gay,Pop/Rock
MT0003131369,MT0003131369,Q1,Whitney Houston,So Emotional,"Electronic,Pop/Rock"
MT0003131435,MT0003131435,Q1,Luther Vandross,I Can't Wait No Longer (Let's Do This),"Adult Contemporary,Quiet Storm,R&B,Urban,Soft Rock,Pop/Rock"
MT0003144898,MT0003144898,Q1,Scissor Sisters,Everybody Wants the Same Thing,"Electronic,Pop/Rock"
MT0003146944,MT0003146944,Q4,Willie Nelson,Just a Closer Walk With Thee,"Country,Religious"
MT0003148189,MT0003148189,Q4,Sizzla,Only Jah Alone,Reggae
MT0003163405,MT0003163405,Q4,Secret Garden,Aria,Classical
MT0003175531,MT0003175531,Q1,David Bowie,Rosalyn,Pop/Rock
MT0003189890,MT0003189890,Q3,Guitar Slim,Bad Luck Blues,"Blues,R&B"
MT0003209662,MT0003209662,Q2,...And Oceans,White Synthetic Noise,"Electronic,International,Pop/Rock"
MT0003213617,MT0003213617,Q4,Robert Cray,Got to Make a Comeback,"Blues,R&B"
MT0003213835,MT0003213835,Q1,Rude,Not Fair,"Electronic,Reggae"
MT0003216840,MT0003216840,Q1,Paul Oakenfold,Starry Eyed Surprise,Electronic
MT0003224500,MT0003224500,Q2,Seether,Fallen,"Pop/Rock,Stage & Screen"
MT0003228768,MT0003228768,Q4,James Cotton,Love Me or Leave Me,Blues
MT0003237550,MT0003237550,Q2,A Frames,Black Forest II,Pop/Rock
MT0003246728,MT0003246728,Q1,The Undertones,Luxury,"Electronic,Pop/Rock"
MT0003248394,MT0003248394,Q1,The Jackson 5,Someday at Christmas,"Holiday,R&B"
MT0003262589,MT0003262589,Q2,Pennywise,Nothing,"Electronic,Pop/Rock"
MT0003263304,MT0003263304,Q3,Doyle Bramhall,Is It News,"Blues,Pop/Rock"
MT0003264792,MT0003264792,Q4,Nelly,N Dey Say,"R&B,Rap"
MT0003272904,MT0003272904,Q3,Brooks & Dunn,That Ain't No Way to Go,Country
MT0003274067,MT0003274067,Q3,Arab Strap,Driving,Pop/Rock
MT0003280103,MT0003280103,Q4,John Gorka,I Know,"Country,Folk"
MT0003286463,MT0003286463,Q1,The Black Eyed Peas,They Don't Want Music,"Electronic,Rap"
MT0003287170,MT0003287170,Q4,Mahalia Jackson,The Lord's Prayer,"Southern Gospel,Black Gospel,Traditional Gospel,Gospel,Religious"
MT0003287931,MT0003287931,Q4,Kenny G,You Make Me Believe,"Easy Listening,Jazz,Pop/Rock"
MT0003294608,MT0003294608,Q2,Samael,To Our Martyrs,Pop/Rock
MT0003300388,MT0003300388,Q3,Louis Armstrong,Stormy Weather [Index0:breakdown/index1:complete Alternative Take,"Jazz,Vocal"
MT0003304271,MT0003304271,Q4,Jim Brickman,Looking Back,New Age
MT0003309945,MT0003309945,Q2,Slayer,Crypts of Eternity,Pop/Rock
MT0003315880,MT0003315880,Q2,Circle Jerks,What's Your Problem,Pop/Rock
MT0003320924,MT0003320924,Q3,Chicago Blues Band,It Serves Me Right to Suffer,Blues
MT0003326925,MT0003326925,Q2,Gorilla Biscuits,Big Mouth,Pop/Rock
MT0003328491,MT0003328491,Q3,Billy Ray Cyrus,Need a Little Help,"Country,Pop/Rock"
MT0003329820,MT0003329820,Q1,Nellie McKay,Swept Away,"Jazz,Pop/Rock,Vocal"
MT0003336370,MT0003336370,Q3,James Brown,Just Won't Do Right,R&B
MT0003336800,MT0003336800,Q2,Crumbsuckers,Shot Down,Pop/Rock
MT0003343422,MT0003343422,Q3,Ella Fitzgerald,It Never Entered My Mind,"Jazz,Vocal"
MT0003352308,MT0003352308,Q3,Motï¿½rhead,Dead and Gone,Pop/Rock
MT0003353794,MT0003353794,Q3,Patty Loveless,How Can I Help You Say Goodbye,Country
MT0003354468,MT0003354468,Q4,Alan Jackson,A Holly Jolly Christmas,"Country,Holiday"
MT0003362542,MT0003362542,Q3,Fabolous,What Should I Do,Rap
MT0003362617,MT0003362617,Q3,Garth Brooks,Which One of Them,Country
MT0003389088,MT0003389088,Q4,Alan Jackson,That'd Be Alright,Country
MT0003390733,MT0003390733,Q1,Cherrelle,I Didn't Mean to Turn You On,"Pop/Rock,R&B"
MT0003402178,MT0003402178,Q4,Cyndi Lauper,In the Bleak Midwinter,International
MT0003402538,MT0003402538,Q3,Marvin Gaye,I Wish I Liked You (As Much as I Love You),R&B
MT0003402994,MT0003402994,Q1,Christina Aguilera,Dirrty,"Electronic,R&B"
MT0003420996,MT0003420996,Q3,Roberta Flack,Ballad of the Sad Young Men,"Jazz,R&B"
MT0003421433,MT0003421433,Q4,Al B. Sure!,Killing Me Softly,R&B
MT0003428477,MT0003428477,Q4,Frank Sinatra,Polka Dots and Moonbeams,"Jazz,Vocal"
MT0003435704,MT0003435704,Q3,Deana Carter,Absence of the Heart,"Country,Pop/Rock"
MT0003440957,MT0003440957,Q1,T. Rex,Telegram Sam,"Glam Rock,Proto-Punk,Pop/Rock,Hard Rock"
MT0003444822,MT0003444822,Q2,The Distillers,Hate Me,"Electronic,International,Pop/Rock"
MT0003462877,MT0003462877,Q2,Against All Authority,All Fall Down,Pop/Rock
MT0003473344,MT0003473344,Q4,Chicken Soup,Candle on the Water,Stage & Screen
MT0003482336,MT0003482336,Q2,Youth Brigade,Brigade Song,Pop/Rock
MT0003496132,MT0003496132,Q2,Rage Against the Machine,Wake Up,Pop/Rock
MT0003501434,MT0003501434,Q3,Ani DiFranco,Modulation,"Folk,Pop/Rock"
MT0003503243,MT0003503243,Q2,Godsmack,I F****** Hate You,Pop/Rock
MT0003504525,MT0003504525,Q3,Trick Daddy,Ain't No Santa,Rap
MT0003510796,MT0003510796,Q4,Del the Funky Homosapien,Rock the House [Edit],"Electronic,Pop/Rock,Rap"
MT0003517837,MT0003517837,Q4,Sweet,You're Not Wrong for Loving Me,Pop/Rock
MT0003536193,MT0003536193,Q1,Marvin Gaye,Ain't No Mountain High Enough,R&B
MT0003542756,MT0003542756,Q3,Ella Fitzgerald,You Turned the Tables on Me,"Jazz,Vocal"
MT0003570082,MT0003570082,Q1,Bunny Lee,Wet Dream,Reggae
MT0003587042,MT0003587042,Q2,Wednesday 13,God Is a Lie,Pop/Rock
MT0003597979,MT0003597979,Q4,Howlin' Wolf,Three Hundred Pounds of Joy,Blues
MT0003603497,MT0003603497,Q4,Gene Autry,Here Comes Santa Claus,"Country,Holiday"
MT0003603772,MT0003603772,Q1,The Isley Brothers,I Like,R&B
MT0003617309,MT0003617309,Q1,Linda Ronstadt,Trouble Again,Pop/Rock
MT0003629164,MT0003629164,Q4,Rosanne Cash,One Step Over the Line,"Country,Pop/Rock"
MT0003630870,MT0003630870,Q2,Geto Boys,Talkin' Loud Ain't Sayin' Nothin',Rap
MT0003649209,MT0003649209,Q1,The Ramones,Rock N' Roll High School,"Electronic,Pop/Rock,Stage & Screen"
MT0003655884,MT0003655884,Q4,Fred Astaire,The Way You Look Tonight,"Stage & Screen,Vocal"
MT0003659365,MT0003659365,Q2,Lovehatehero,Amity,Pop/Rock
MT0003663435,MT0003663435,Q1,Eric Clapton,I've Got a Rock 'N' Roll Heart,Pop/Rock
MT0003728288,MT0003728288,Q2,...And Oceans,Odious & Devious,"Electronic,International,Pop/Rock"
MT0003729518,MT0003729518,Q1,Gustavo Cerati,The Day and the Time,"Electronic,Latin,Pop/Rock,R&B"
MT0003732702,MT0003732702,Q4,Lena Horne,If You Can Dream,"Jazz,Pop/Rock,Stage & Screen"
MT0003740052,MT0003740052,Q4,Kirk Franklin,Kingdom Come,Religious
MT0003748227,MT0003748227,Q3,Johnny Paycheck,A. 11,Country
MT0003759483,MT0003759483,Q4,Page France,Bridge,Pop/Rock
MT0003762220,MT0003762220,Q4,The Originals,"Baby, I'm for Real",R&B
MT0003762339,MT0003762339,Q2,Darkane,Fading Dimensions,"Electronic,International,Pop/Rock"
MT0003768949,MT0003768949,Q1,Barry White,Your Sweetness Is My Weakness,R&B
MT0003770678,MT0003770678,Q4,Randy Travis,Running Blind,"Country,Religious"
MT0003774577,MT0003774577,Q2,C-Murder,Duck & Run,Rap
MT0003788939,MT0003788939,Q1,Backstreet Boys,It's Gotta Be You,"Electronic,Pop/Rock"
MT0003791678,MT0003791678,Q1,Electric Light Orchestra,Mr. Blue Sky,"Contemporary Pop/Rock,Art Rock,Album Rock,Pop/Rock,Prog-Rock"
MT0003792475,MT0003792475,Q3,Black Rebel Motorcycle Club,Rifles,Pop/Rock
MT0003795778,MT0003795778,Q1,Bryan Ferry,Let's Stick Together,Pop/Rock
MT0003796752,MT0003796752,Q1,Luther Vandross,Knocks Me off My Feet,"Pop/Rock,R&B"
MT0003859252,MT0003859252,Q2,Babes in Toyland,Spit to See the Shine,Pop/Rock
MT0003861331,MT0003861331,Q4,Montell Jordan,Somethin' 4 da Honeyz,"R&B,Rap"
MT0003863509,MT0003863509,Q3,Johnny Paycheck,It Won't Be Long (And I'll Be Hating You),Country
MT0003868349,MT0003868349,Q4,Bonnie Raitt,Wherever You May Be,"Blues,Pop/Rock"
MT0003868390,MT0003868390,Q4,Dr. John,Lay My Burden Down,"Blues,Pop/Rock,R&B"
MT0003869539,MT0003869539,Q1,The Jackson 5,Stand!,"Electronic,Pop/Rock,R&B"
MT0003878494,MT0003878494,Q3,Charlie Poole & the North Carolina Ramblers,Baltimore Fire,"Country,Folk,International"
MT0003881997,MT0003881997,Q2,Das EFX,Somebody Told Me,Rap
MT0003898980,MT0003898980,Q4,The Ray Charles Singers,There's No Place Like Home for the Holidays,"Holiday,Vocal"
MT0003903675,MT0003903675,Q1,Cher,Dead Ringer for Love,Pop/Rock
MT0003906833,MT0003906833,Q1,Poco,Rocky Mountain Breakdown,Pop/Rock
MT0003907045,MT0003907045,Q3,Great Lake Swimmers,Various Stages,Pop/Rock
MT0003909053,MT0003909053,Q3,Buck Owens,Heartaches for a Dime,Country
MT0003909575,MT0003909575,Q4,The Pogues,I'm a Man You Don't Meet Every Day,"Electronic,Folk,International,Pop/Rock"
MT0003922883,MT0003922883,Q4,Aretha Franklin,This Girl's In Love with You,"Pop/Rock,R&B"
MT0003935299,MT0003935299,Q4,Ella Fitzgerald,We'll Be Together Again,"Jazz,Vocal"
MT0003965796,MT0003965796,Q1,Gloria Estefan,Rhythm Is Gonna Get You,"Latin,Pop/Rock"
MT0003968586,MT0003968586,Q2,...And Oceans,Postfuturistika,"Electronic,International,Pop/Rock"
MT0003970870,MT0003970870,Q3,Eddie Heywood,All of Me,"Blues,Jazz,Vocal"
MT0003974181,MT0003974181,Q3,Billie Holiday,Who Wants Love?,"Blues,Jazz,Vocal"
MT0004001989,MT0004001989,Q1,Al Green,Build Me Up,R&B
MT0004020993,MT0004020993,Q1,Dixie Chicks,You Can't Hurry Love,Country
MT0004033010,MT0004033010,Q1,Harold Melvin & the Blue Notes,Keep on Lovin' You,R&B
MT0004068560,MT0004068560,Q2,Demonoid,Firestorms,"Electronic,International,Pop/Rock"
MT0004072079,MT0004072079,Q2,Youth Brigade,How Can We Live Like This,Pop/Rock
MT0004073991,MT0004073991,Q2,Das EFX,Set It Off,Rap
MT0004085907,MT0004085907,Q2,Grandmaster Flash,Vice,Rap
MT0004091857,MT0004091857,Q1,The Jackson 5,ABC,"Electronic,R&B"
MT0004098601,MT0004098601,Q4,Joan Baez,Isaac & Abraham,"Folk,International,Pop/Rock"
MT0004113262,MT0004113262,Q1,Shakira,Timor,"Electronic,Latin,Pop/Rock,R&B"
MT0004117319,MT0004117319,Q3,Sade,I Never Thought I'd See the Day,"Pop/Rock,R&B"
MT0004131260,MT0004131260,Q3,Voivod,Odds & Frauds,Pop/Rock
MT0004141823,MT0004141823,Q1,Miami Sound Machine,Conga,"Electronic,Latin,Pop/Rock"
MT0004156130,MT0004156130,Q4,Stina Nordenstam,Memories of a Colour,Pop/Rock
MT0004180568,MT0004180568,Q4,The Beach Boys,The Air That I Breathe,"Latin,Pop/Rock,Vocal"
MT0004184616,MT0004184616,Q3,Ella Fitzgerald,I Gotta Right to Sing the Blues,"Jazz,Vocal"
MT0004194402,MT0004194402,Q3,Jimmy Reed,Wee Wee Baby,"Blues,R&B"
MT0004197514,MT0004197514,Q2,The Roots,Panic!!!!!,Rap
MT0004212108,MT0004212108,Q3,Billy Ward,Rags to Riches,R&B
MT0004219321,MT0004219321,Q4,Johnny Cash,I Will Miss You When You Go,Country
MT0004232099,MT0004232099,Q3,Ella Fitzgerald,Suppertime,"Jazz,Vocal"
MT0004240748,MT0004240748,Q2,Slapshot,Tear Down the Walls,Pop/Rock
MT0004254228,MT0004254228,Q2,Megadeth,Moto Psycho,Pop/Rock
MT0004256890,MT0004256890,Q4,Janet Jackson,Let's Wait Awhile,"Electronic,Pop/Rock,R&B"
MT0004262978,MT0004262978,Q4,Judy Garland,Over the Rainbow,"Stage & Screen,Vocal"
MT0004263301,MT0004263301,Q3,Vince Gill,If It Weren't For Him,Country
MT0004287283,MT0004287283,Q3,Jimmy Reed,Slow Walking Mama,"Blues,R&B"
MT0004290389,MT0004290389,Q3,Momus,The Lady of Shalott,Pop/Rock
MT0004293364,MT0004293364,Q2,Redman,Gilla House Check,Rap
MT0004306521,MT0004306521,Q4,Diamond Rio,Love a Little Stronger,Country
MT0004317784,MT0004317784,Q3,The Handsome Family,Weightless Again,Pop/Rock
MT0004337195,MT0004337195,Q1,Gene Vincent,Be-Bop-A-Lula '69,Pop/Rock
MT0004338270,MT0004338270,Q1,The Allman Brothers Band,Good Time Feeling,"Electronic,Pop/Rock"
MT0004352104,MT0004352104,Q3,The Contours,"Danger, Heartbreak Dead Ahead",R&B
MT0004352726,MT0004352726,Q4,Randy Travis,Pick Up the Oars and Row,"Country,Religious"
MT0004362501,MT0004362501,Q4,Bob Marley,Ten Commandments of Love,Reggae
MT0004395306,MT0004395306,Q4,Paul Desmond,Skylark,"Jazz,Vocal"
MT0004397754,MT0004397754,Q3,Sheek Louch,Pressure,Rap
MT0004400843,MT0004400843,Q3,The Cure,Want,Pop/Rock
MT0004414074,MT0004414074,Q2,Extol,Emancipation,"Electronic,International,Pop/Rock"
MT0004422924,MT0004422924,Q1,Stevie Nicks,If Anyone Falls,Pop/Rock
MT0004425744,MT0004425744,Q1,Blue,"Signed, Sealed, Delivered (I'm Yours)",R&B
MT0004440606,MT0004440606,Q3,Ani DiFranco,Paradigm,"Folk,Pop/Rock"
MT0004444570,MT0004444570,Q1,Prince,U Got the Look,"Electronic,Pop/Rock,R&B"
MT0004459450,MT0004459450,Q2,U.K. Subs,War on the Pentagon,Pop/Rock
MT0004469135,MT0004469135,Q1,Harold Melvin & the Blue Notes,Satisfaction Guaranteed (Or Take Your Love Back),R&B
MT0004476235,MT0004476235,Q3,Yoko Ono,Death of Samantha,"Folk,International,Pop/Rock"
MT0004485367,MT0004485367,Q3,Neil Diamond,Create Me,Pop/Rock
MT0004489039,MT0004489039,Q3,Bob Dylan,North Country Blues,"Folk,Pop/Rock"
MT0004497478,MT0004497478,Q2,Dismember,Dreaming in Red,"Electronic,International,Pop/Rock"
MT0004500770,MT0004500770,Q3,Mitch Miller & His Orchestra,My Heart Cries for You,Vocal
MT0004506984,MT0004506984,Q1,Bee Gees,Night Fever,"Adult Contemporary,R&B,Contemporary Pop/Rock,Disco,Pop/Rock"
MT0004512063,MT0004512063,Q2,Dismember,Eviscerated,"Electronic,International,Pop/Rock"
MT0004514306,MT0004514306,Q3,Jesus Jones,Rails,"Electronic,Pop/Rock"
MT0004525980,MT0004525980,Q4,Cher,You Take It All,Electronic
MT0004540242,MT0004540242,Q4,Huey Lewis,Cruisin',"Pop/Rock,R&B"
MT0004542745,MT0004542745,Q4,Dave Brubeck,Trolley Song,"Jazz,Vocal"
MT0004548391,MT0004548391,Q3,Public Enemy,Godd Complexx,Rap
MT0004550434,MT0004550434,Q2,SNFU,Don't Have the Cow,Pop/Rock
MT0004550458,MT0004550458,Q4,Woody Guthrie,"Whoopie-Ti-Yi-Yo, Get Along Little Dogies",Folk
MT0004551480,MT0004551480,Q1,Roosevelt Sykes,Sputnik,Blues
MT0004558203,MT0004558203,Q2,Every Time I Die,The New Black,Pop/Rock
MT0004558461,MT0004558461,Q2,Crucifucks,Artificial Girl,Pop/Rock
MT0004588191,MT0004588191,Q1,Chuck Berry,I'm Talking About You,Pop/Rock
MT0004609722,MT0004609722,Q3,Charlie Poole & the North Carolina Ramblers,There'll Come a Time,"Country,Folk,International"
MT0004625127,MT0004625127,Q3,Jawbox,Paint Out the Light,Pop/Rock
MT0004674397,MT0004674397,Q2,Reverend William Burk,Who Is tha Man,"Rap,Stage & Screen"
MT0004683099,MT0004683099,Q1,Chic,We Are Family,R&B
MT0004692317,MT0004692317,Q1,Bee Gees,More Than a Woman,"Adult Contemporary,Disco,R&B,Contemporary Pop/Rock,Pop/Rock,Soft Rock"
MT0004692456,MT0004692456,Q1,Madonna,Deeper and Deeper,"Electronic,Pop/Rock"
MT0004711079,MT0004711079,Q1,Dave Barbour & the Brazilians,Maï¿½ana (Is Soon Enough for Me),"Jazz,Vocal"
MT0004725201,MT0004725201,Q4,Ella Fitzgerald,I Didn't Know What Time It Was,"Jazz,Vocal"
MT0004725405,MT0004725405,Q1,Armand Van Helden,Witch Doktor,"Electronic,Pop/Rock"
MT0004754115,MT0004754115,Q4,Aretha Franklin,Don't Let Me Lose This Dream,"Pop/Rock,R&B"
MT0004758223,MT0004758223,Q4,Nelson Riddle,Put Your Dreams Away,"Stage & Screen,Vocal"
MT0004772896,MT0004772896,Q3,Vince Gill,These Broken Hearts,Country
MT0004776609,MT0004776609,Q4,Ray Conniff,Chances Are,Vocal
MT0004781165,MT0004781165,Q3,Lightnin' Hopkins,You Never Miss Your Water,Blues
MT0004798504,MT0004798504,Q2,Negative Approach,Dead Stop,Pop/Rock
MT0004798790,MT0004798790,Q3,Bizzy Bone,Waitin' for Warfare,Rap
MT0004811602,MT0004811602,Q2,Demonoid,Wargods,"Electronic,International,Pop/Rock"
MT0004816612,MT0004816612,Q1,Louis Prima,That Old Black Magic,"Blues,Jazz,Vocal"
MT0004829377,MT0004829377,Q3,Barbara McNair,Baby a Go-Go,R&B
MT0004836526,MT0004836526,Q2,Eminem,Mosh,Rap
MT0004840819,MT0004840819,Q3,Moe Bandy,I Cheated Me Right of You,Country
MT0004842694,MT0004842694,Q3,Bing Crosby,"Brother, Can You Spare a Dime?","Jazz,Vocal"
MT0004850406,MT0004850406,Q4,George Strait,Cowboys Like Us,Country
MT0004861138,MT0004861138,Q2,50 Cent,U Not Like Me,Rap
MT0004864453,MT0004864453,Q4,Jimmy Buffett,"Breathe in, Breathe Out, Move On",Pop/Rock
MT0004866559,MT0004866559,Q2,Method Man,Shoot on Sight (S.O.S.),Rap
MT0004867185,MT0004867185,Q2,Vybz Kartel,Badda Dan Dem,Reggae
MT0004869271,MT0004869271,Q3,Joni Mitchell,This Place,"Jazz,Pop/Rock"
MT0004882280,MT0004882280,Q2,Artificial Peace,Wasteland,Pop/Rock
MT0004883551,MT0004883551,Q1,The Roots,Star,"Electronic,Rap"
MT0004890000,MT0004890000,Q1,Al Green,Be My Baby,R&B
MT0004896738,MT0004896738,Q1,Janet Jackson,Whoops Now,"Electronic,Pop/Rock,R&B"
MT0004910983,MT0004910983,Q3,The Moody Blues,Melancholy Man,Pop/Rock
MT0004925844,MT0004925844,Q4,Sarah McLachlan,Have Yourself a Merry Little Christmas,"Holiday,Pop/Rock"
MT0004936799,MT0004936799,Q3,Jimmy Reed,Five Long Years,"Blues,R&B"
MT0004943985,MT0004943985,Q1,The Beach Boys,Do You Remember?,"Contemporary Pop/Rock,Early Pop/Rock,Pop/Rock,Rock & Roll"
MT0004961409,MT0004961409,Q2,Western Addiction,When a Good Friend Attacks,Pop/Rock
MT0004962647,MT0004962647,Q4,Sarah McLachlan,In the Bleak Mid Winter,"Holiday,Pop/Rock"
MT0004963809,MT0004963809,Q4,The Jam,English Rose,Pop/Rock
MT0004970058,MT0004970058,Q4,Randy Newman,Rider in the Rain,Pop/Rock
MT0005001966,MT0005001966,Q3,Dead Can Dance,Don't Fade Away,"Jazz,New Age,Pop/Rock"
MT0005023904,MT0005023904,Q3,Einstï¿½rzende Neubauten,The Garden,"Electronic,Pop/Rock"
MT0005030845,MT0005030845,Q3,Doug Stone,Warning Label,Country
MT0005033429,MT0005033429,Q1,The Kinks,Animal Farm,"Baroque Pop,AM Pop,British Invasion,Contemporary Pop/Rock,Pop/Rock"
MT0005039941,MT0005039941,Q2,The D.O.C.,No One Can Do It Better,Rap
MT0005072543,MT0005072543,Q1,Bing Crosby,I've Got a Pocketful of Dreams,"Jazz,Vocal"
MT0005083885,MT0005083885,Q3,David Houstin,My Elusive Dreams,Country
MT0005094727,MT0005094727,Q3,Guitar Slim,You're Gonna Miss Me,"Blues,R&B"
MT0005111463,MT0005111463,Q3,Shenandoah,See If I Care,Country
MT0005113916,MT0005113916,Q4,Louis Armstrong,Life Is So Peculiar,"Blues,Jazz"
MT0005115042,MT0005115042,Q3,Jimmy Reed,I Was So Wrong,"Blues,R&B"
MT0005118426,MT0005118426,Q4,Nat King Cole,Little Girl,"Easy Listening,Jazz,Vocal"
MT0005134466,MT0005134466,Q3,New Order,All Day Long,Pop/Rock
MT0005155949,MT0005155949,Q3,Carmen McRae,How I Wish (Ask Me Now),Jazz
MT0005157804,MT0005157804,Q4,Shirley Caesar,He's Got His Eye on You,Religious
MT0005158273,MT0005158273,Q4,Dennis Brown,Baby Don't Do It,Reggae
MT0005189351,MT0005189351,Q3,120 Days,Be Mine,"International,Pop/Rock"
MT0005189820,MT0005189820,Q3,Jackson Browne,These Days,Pop/Rock
MT0005198745,MT0005198745,Q4,Hamada,Ferret & Featherbird,Pop/Rock
MT0005223794,MT0005223794,Q2,Megadeth,The World Needs a Hero,Pop/Rock
MT0005241287,MT0005241287,Q2,Megadeth,Promises,Pop/Rock
MT0005253065,MT0005253065,Q3,Walter Jackson,It's an Uphill Climb (To the Bottom),R&B
MT0005262725,MT0005262725,Q3,Tom Waits,The Briar and the Rose,"Pop/Rock,Stage & Screen"
MT0005265641,MT0005265641,Q1,Beenie Man,Dude,Reggae
MT0005272837,MT0005272837,Q4,Bob Dylan,You're Gonna Quit Me,"Folk,Pop/Rock"
MT0005285696,MT0005285696,Q4,Cï¿½line Dion,Sleep Tight,"Children's,Pop/Rock"
MT0005286165,MT0005286165,Q2,Silverstein,My Disaster,Pop/Rock
MT0005287506,MT0005287506,Q2,Within Reach,Rentboy,"Electronic,International,Pop/Rock"
MT0005294278,MT0005294278,Q3,Billie Holiday,Love Me or Leave Me (Breakdown),"Blues,Jazz,Vocal"
MT0005319891,MT0005319891,Q2,Dismember,Soon to Be Dead,"Electronic,International,Pop/Rock"
MT0005330350,MT0005330350,Q3,The Carter Family,There's No Hiding Place Down Here,"Country,International"
MT0005331755,MT0005331755,Q1,*NSYNC,It's Gonna Be Me,"Electronic,Pop/Rock"
MT0005344437,MT0005344437,Q4,Stevie Wonder,Send One Your Love,"Easy Listening,R&B"
MT0005379911,MT0005379911,Q3,Bauhaus,Spirit,"Pop/Rock,Vocal"
MT0005404111,MT0005404111,Q1,John Hiatt,Memphis in the Meantime,"Country,Heartland Rock,Alternative/Indie Rock,Roots Rock,Country-Rock,Americana,Pop/Rock,College Rock"
MT0005404247,MT0005404247,Q3,Lizz Wright,Strange,"Country,Folk"
MT0005409948,MT0005409948,Q2,Talib Kweli,Certified Samurai,"Rap,Stage & Screen"
MT0005411969,MT0005411969,Q2,SNFU,Cannibal Cafe,Pop/Rock
MT0005417719,MT0005417719,Q2,Das EFX,Rite Now,Rap
MT0005422349,MT0005422349,Q4,Red Norvo Quintet,Come Fly With Me,"Jazz,Vocal"
MT0005425879,MT0005425879,Q4,Dave McKenna,Thanks for the Memory,"Jazz,Vocal"
MT0005426130,MT0005426130,Q1,Prince,Cream,"Pop/Rock,R&B"
MT0005431678,MT0005431678,Q2,Das EFX,Dedicated,Rap
MT0005443513,MT0005443513,Q4,Ken Lane Singers,Christmas Dreaming (A Little Early This Year),"Holiday,Vocal"
MT0005451862,MT0005451862,Q2,D.R.I.,Bail Out,Pop/Rock
MT0005469880,MT0005469880,Q1,Ry Cooder,The Girls from Texas,"Country,Folk,Pop/Rock"
MT0005478759,MT0005478759,Q1,Enrique Iglesias,Bailamos,"Latin,Stage & Screen"
MT0005486154,MT0005486154,Q3,Joni Mitchell,Bad Dreams,"Jazz,Pop/Rock"
MT0005497233,MT0005497233,Q2,Ja Rule,Kill 'Em All,Rap
MT0005515169,MT0005515169,Q2,Orange 9mm,Feel It,Pop/Rock
MT0005519111,MT0005519111,Q4,Neil Diamond,Dear Father,
MT0005523766,MT0005523766,Q1,Johnny Otis,Willie and the Hand Jive,"Blues,Pop/Rock,R&B"
MT0005540023,MT0005540023,Q2,Roky Erickson,The Beast,Pop/Rock
MT0005540907,MT0005540907,Q1,Hank Ballard & the Midnighters,Look at Little Sister,"Pop/Rock,R&B"
MT0005550288,MT0005550288,Q2,Biohazard,In Vain,Pop/Rock
MT0005556630,MT0005556630,Q4,Frank Sinatra,When You Awake,Pop/Rock
MT0005567133,MT0005567133,Q2,Mastodon,Blood and Thunder,Pop/Rock
MT0005568749,MT0005568749,Q3,Toto,Angela,Pop/Rock
MT0005575348,MT0005575348,Q3,Guitar Slim,Story of My Life,"Blues,R&B"
MT0005592810,MT0005592810,Q1,Teddy Pendergrass,Come Go with Me,"Pop/Rock,R&B"
MT0005593407,MT0005593407,Q3,Junior Kimbrough,Done Got Old,"Blues,R&B"
MT0005621435,MT0005621435,Q3,Billie Holiday,What More Can a Woman Do,Jazz
MT0005625323,MT0005625323,Q1,Elton John,Your Sister Can't Twist (But She Can Rock 'n Roll),Pop/Rock
MT0005625762,MT0005625762,Q1,Big Tymers,Intro,Rap
MT0005630273,MT0005630273,Q3,Genesis,Guide Vocal,Pop/Rock
MT0005638160,MT0005638160,Q2,Lamb of God,Walk with Me in Hell,"Electronic,Pop/Rock"
MT0005652563,MT0005652563,Q2,SNFU,Victums of the Womanizer,Pop/Rock
